"","Month","Series_ID","Title","Employed"
"40966",1961 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40967",1961 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40968",1961 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40969",1961 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40970",1961 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40971",1961 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40972",1961 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40973",1961 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40974",1961 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40975",1962 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40976",1962 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40977",1962 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40978",1962 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40979",1962 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40980",1962 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40981",1962 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40982",1962 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40983",1962 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40984",1962 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40985",1962 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40986",1962 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40987",1963 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40988",1963 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40989",1963 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40990",1963 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40991",1963 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40992",1963 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40993",1963 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40994",1963 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40995",1963 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40996",1963 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40997",1963 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40998",1963 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"40999",1964 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41000",1964 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41001",1964 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41002",1964 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41003",1964 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41004",1964 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41005",1964 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41006",1964 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41007",1964 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41008",1964 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41009",1964 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41010",1964 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41011",1965 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41012",1965 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41013",1965 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41014",1965 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41015",1965 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41016",1965 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41017",1965 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41018",1965 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41019",1965 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41020",1965 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41021",1965 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41022",1965 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41023",1966 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41024",1966 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41025",1966 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41026",1966 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41027",1966 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41028",1966 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41029",1966 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41030",1966 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41031",1966 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41032",1966 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41033",1966 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41034",1966 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41035",1967 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41036",1967 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41037",1967 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41038",1967 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41039",1967 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41040",1967 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41041",1967 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41042",1967 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41043",1967 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41044",1967 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41045",1967 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41046",1967 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41047",1968 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41048",1968 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41049",1968 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41050",1968 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41051",1968 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41052",1968 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41053",1968 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41054",1968 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41055",1968 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41056",1968 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41057",1968 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41058",1968 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41059",1969 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41060",1969 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41061",1969 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41062",1969 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41063",1969 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41064",1969 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41065",1969 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41066",1969 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41067",1969 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41068",1969 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41069",1969 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41070",1969 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41071",1970 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41072",1970 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41073",1970 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41074",1970 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41075",1970 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41076",1970 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41077",1970 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41078",1970 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41079",1970 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41080",1970 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41081",1970 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41082",1970 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41083",1971 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41084",1971 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41085",1971 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41086",1971 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41087",1971 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41088",1971 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41089",1971 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41090",1971 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41091",1971 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41092",1971 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41093",1971 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41094",1971 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41095",1972 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41096",1972 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41097",1972 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41098",1972 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41099",1972 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41100",1972 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41101",1972 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41102",1972 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41103",1972 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41104",1972 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41105",1972 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41106",1972 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41107",1973 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41108",1973 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41109",1973 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41110",1973 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41111",1973 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41112",1973 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41113",1973 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41114",1973 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41115",1973 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41116",1973 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41117",1973 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41118",1973 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41119",1974 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41120",1974 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41121",1974 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41122",1974 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41123",1974 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41124",1974 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41125",1974 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41126",1974 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41127",1974 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41128",1974 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41129",1974 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41130",1974 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41131",1975 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41132",1975 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41133",1975 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41134",1975 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41135",1975 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41136",1975 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41137",1975 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41138",1975 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41139",1975 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41140",1975 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41141",1975 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41142",1975 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41143",1976 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41144",1976 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41145",1976 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41146",1976 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41147",1976 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41148",1976 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41149",1976 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41150",1976 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41151",1976 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41152",1976 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41153",1976 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41154",1976 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41155",1977 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41156",1977 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41157",1977 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41158",1977 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41159",1977 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41160",1977 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41161",1977 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41162",1977 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41163",1977 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41164",1977 Oct,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41165",1977 Nov,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41166",1977 Dec,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41167",1978 Jan,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41168",1978 Feb,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41169",1978 Mar,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41170",1978 Apr,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41171",1978 May,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41172",1978 Jun,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41173",1978 Jul,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41174",1978 Aug,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
"41175",1978 Sep,"CEU3232400001","Nondurable Goods: Petroleum and Coal Products",NA
